gene	min0	min5	min10	min30	min60	min120	min180	min240	autocor.adj	DESeq.adj
YJL104W	423.8109636	439.2698904	438.3689577	485.6597844	461.9356939	508.2413018	473	556.1733195	NA	NA
YJL105W	111.1557773	159.1472464	100.4915973	126.1374848	191.0734006	437.6730856	601	691.9751485	0.015289342	3.44E-12
YJL106W	20	31.12473822	52.80935982	57.88918383	40.59434885	48.79717077	34	54.59370008	0.188472618	0.898344785
YJL107C	97.91168466	112.7537687	71.26700015	47.53006673	51.09288735	61.55950775	42	51.86401507	0.065567766	0.108269686
YJL108C	51.55736052	60.48769881	54.86020875	46.9207069	37.09483602	39.78846232	42	27.97927129	0.035515874	0.257870009
YJL109C	1102.57071	706.4728317	505.53426	285.1804004	685.9045151	613.3429004	419	525.4643632	0.323533407	0.538982611
YJL110C	371.7805997	381.7184876	336.3392237	337.5853457	332.4537191	386.6237377	261	335.7512555	NA	NA
YJL111W	1869.782075	1733.589193	1410.471348	1335.716747	1786.851252	1532.981888	1425	1618.703207	NA	NA
YJL112W	342.927398	345.3084165	346.0807561	327.2262286	319.8554729	243.2351282	190	263.4146029	NA	NA
YJL113W	20	20	21.53391371	20	20	21.02031972	20	79.16086511	1	0.282323464
YJL114W	20	20	20	20	20	20	20	54.59370008	1	0.040676656
YJL115W	905.3283306	813.3540083	805.4709153	757.4342685	923.1714852	720.6966761	753	640.7935546	NA	NA
YJL116C	112.5747872	151.5128766	160.4789284	168.7926729	310.0568369	204.9481173	201	228.6111191	0.111936451	0.247307212
YJL117W	2263.79383	2464.726912	2618.934077	2006.01256	1904.434883	1744.686537	1741	1540.224763	NA	NA
YJL118W	86.08660197	56.96414354	77.41954692	32.29607098	64.39103611	78.07547324	59	61.41791258	0.828237412	0.95589921
YJL119C	20	20	20	20	20	20	20	20	NA	NA
YJL120W	27.43419184	30.53747901	20	20	20	20	20	20	NA	NA
YJL121C	840.5268775	841.5424504	712.1572892	522.830734	589.317961	799.522875	893	781.3723323	NA	NA
YJL122W	318.8042293	241.9507952	108.1822808	67.02958128	119.6833389	174.1683634	120	118.7412977	0.104478403	0.5212572
YJL123C	1042.49929	866.2073373	960.8227214	1104.769371	1270.323158	1183.894436	982	1158.068863	NA	NA
YJL124C	440.3660793	515.6135879	456.8265981	549.0332067	423.4410527	472.206468	544	440.1617069	NA	NA
YJL125C	797.4835765	510.9155142	350.182454	230.9473755	356.9503089	431.6672799	377	371.9195818	0.051617178	0.565345243
YJL126W	220.4195413	162.6708017	208.6738781	207.791702	203.6716468	249.2409338	165	208.8209028	NA	NA
YJL127C	191.5663396	160.3217648	172.7840219	115.7783677	184.074375	192.936506	96	192.4427928	0.972418317	0.848287832
YJL127C-B	25.0691753	30.53747901	34.3517195	67.02958128	144.8798313	141.1364324	96	106.4577151	0.021597492	2.10E-05
YJL127W-A	20	25.83940532	20	34.7335103	20	20	20	31.39137754	NA	NA
YJL128C	472.5303042	439.8571496	477.8477995	457.0198724	512.3286786	367.1048694	355	453.1277106	NA	NA
YJL129C	973.9138102	1109.332651	865.4582464	842.1352848	870.6787927	837.8098859	1261	857.1210912	NA	NA
YJL130C	1554.761872	1700.702677	2225.683796	2488.016185	1109.345568	2120.800114	1090	1336.863231	0.635651532	0.510428709
YJL131C	208.5944586	311.8346414	404.5299505	515.518416	287.6599548	256.7481908	242	233.3880678	0.136329987	0.483228522
YJL132W	49.66534729	66.94755014	130.2289067	191.9483464	148.3793441	94.59143873	109	100.3159239	0.05934555	0.792641912
YJL133C-A	129.6029063	549.087363	1309.979751	1864.031719	1028.856773	317.5569729	299	217.0099578	0.105440891	0.367473951
YJL133W	165.0781543	149.751099	180.4747054	183.4173088	226.7684315	240.2322254	111	215.6451153	0.743467371	0.972697068
YJL134W	528.3446945	598.4171368	548.0893752	552.0800058	443.7382271	434.6701827	515	382.8383218	NA	NA
YJL135W	20	20	20	20	20	20	20	20	NA	NA
YJL136C	4861.527995	4958.816784	5469.101371	4949.829898	3863.462167	5544.860051	4772	4188.019217	NA	NA
YJL136W-A	20	20	20	20	20	20	20	20	NA	NA
YJL137C	59.59841675	65.77303172	87.67379155	77.99805822	86.08801567	51.80007359	36	56.64096383	0.119746085	0.310650701
YJL138C	1056.689389	871.4926702	817.7760089	570.3608007	750.2955512	867.8389141	668	771.8184348	NA	NA
YJL139C	115.8858103	136.2441371	177.398432	176.7143507	190.3734981	171.1654606	134	198.584584	NA	NA
YJL140W	1927.961482	1929.73377	2256.44653	2583.685678	2565.142906	2231.907519	1675	1672.614486	NA	NA
YJL141C	182.5792767	584.9101749	378.8943389	564.2672024	514.4283863	371.6092236	260	405.3582231	0.692431962	0.889883402
YJL142C	20	31.71199743	27.68646049	43.26454792	45.49366682	32.28120528	24	31.39137754	0.258092888	0.841748971
YJL143W	745.926216	632.478171	591.1572027	594.1258341	555.7226378	813.0359377	972	1072.766206	NA	NA
YJL144W	20	66.36029093	119.9746621	157.2148361	96.58655417	55.55370211	69	94.85655388	0.08498995	0.998409343
YJL145W	1056.216386	873.2544479	770.6064836	590.4696751	706.2016896	749.2242528	735	759.5348523	NA	NA
YJL146W	235.0826438	265.4411637	276.3518927	368.0533372	407.3432937	291.2815732	264	272.9685004	NA	NA
YJL147C	149.9420485	129.1970266	153.3009572	162.6990746	148.3793441	140.3857067	140	156.2744665	NA	NA
YJL148W	1241.633682	1052.368507	792.6531095	430.8173997	767.0932128	1030.746392	708	628.5099721	0.227332453	0.728693856
YJL149W	100.7497045	183.8121333	148.6865471	132.8404429	130.1818774	131.3769982	109	137.8490927	NA	NA
YJL150W	20	20	20	20	20	20	20	20	NA	NA
YJL151C	384.551689	564.9433617	691.6488	814.7140925	617.3140636	617.0965289	714	788.1965448	0.063247446	0.697589845
YJL152W	48.24633737	57.55140275	75.368698	94.45077362	83.28840541	75.82329613	152	131.7073014	0.042727906	0.036528883
YJL153C	21.75815215	65.1857725	27.68646049	35.34287013	47.59337452	51.04934789	71	159.6865727	0.199553513	0.002465074
YJL154C	805.5246327	958.4070336	981.8439229	1147.42456	1130.342645	1180.140807	1134	1240.641834	NA	NA
YJL155C	67.16646967	119.8008792	206.6230292	310.1641534	249.8652162	156.1509465	162	195.1724778	0.042316785	0.865428459
YJL156C	270.5578919	246.0616097	315.3180222	316.8671115	321.255278	328.8178585	182	247.7189141	NA	NA
YJL156W-A	20	20	20	20	20	20	20	20	NA	NA
YJL157C	422.3919536	409.3196706	381.9706123	407.6617262	450.0373502	505.9891246	472	528.8764695	NA	NA
YJL158C	4562.116901	4681.043177	4005.820663	3272.871646	3612.897048	3719.095139	4502	4493.061516	NA	NA
YJL159W	5693.540813	5617.72162	5633.169285	5598.188757	4942.012022	4211.571201	5380	5754.858409	NA	NA
YJL160C	23.17716207	20	20	29.24927183	24.49658983	20	20	21.15505878	NA	NA
YJL161W	20	20	20	32.29607098	54.59240018	21.02031972	20	36.85074755	0.350889062	0.792655601
YJL162C	172.1732039	168.5433938	112.7966909	130.4030036	158.17798	214.7075514	106	152.8623602	0.679701725	0.971503676
YJL163C	61.01742667	183.8121333	232.771353	406.4430065	294.6589805	282.2728648	209	332.3391492	0.064505529	0.69331859
YJL164C	55.81439029	241.363536	414.7841951	613.6253486	340.1526473	204.1973915	297	349.3996805	0.092401466	0.990290317
YJL165C	427.1219867	505.6301813	602.949584	500.2844203	460.5358887	413.649863	309	530.9237332	NA	NA
YJL166W	63.85544652	86.32710413	95.36447502	114.559648	84.68821054	34.53338239	46	42.99253881	0.091683149	0.054084471
YJL167W	2458.198189	2115.307681	1805.259766	1712.301122	1626.573564	1298.004743	1945	2153.721468	NA	NA
YJL168C	662.2046306	562.0070656	563.9834544	496.6282613	450.0373502	433.1687313	239	378.061373	0.064488099	0.001670591
YJL169W	20	20	24.6101871	20	20	20	20	20	NA	NA
YJL170C	26.96118853	55.2023659	77.41954692	106.0286104	70.69015921	36.78555951	28	23.88474378	0.068183356	0.127682851
YJL171C	249.2727431	304.7875309	351.7205907	480.1755459	275.0617086	213.9568257	181	295.4884017	0.141550628	0.300266105
YJL172W	865.1230495	1020.65651	1272.039046	1720.2228	1689.564795	1200.410401	1207	1444.003367	NA	NA
YJL173C	471.1112943	468.0455918	482.9749219	411.3178851	508.1292632	538.2703299	517	361.683263	NA	NA
YJL174W	404.8908313	408.1451522	480.9240729	567.9233614	325.4546934	390.3773662	312	448.3507619	NA	NA
YJL175W	20	20	20	20	20	20	20	20	NA	NA
YJL176C	320.2232392	296.5659019	341.9790583	282.742961	348.5514781	285.2757676	183	290.0290317	NA	NA
YJL177W	5249.390707	4831.381535	4589.287182	3314.917474	2857.702179	4084.698557	3984	3677.568121	NA	NA
YJL178C	853.2979668	959.581552	1050.03465	895.7589498	854.5810336	1099.062431	948	799.1152849	NA	NA
YJL179W	404.4178279	393.4636719	460.9282959	477.1287468	661.4079253	495.4789648	459	436.7496006	NA	NA
YJL180C	96.49267474	117.4518423	149.7119715	213.8853003	128.7820722	126.872644	111	94.17413263	0.141446718	0.509289796
YJL181W	84.19458874	112.1665094	139.4577269	137.1059617	139.2806107	150.1451408	127	135.8018289	NA	NA
YJL182C	20	20	20	20	20	20	20	20	NA	NA
YJL183W	2076.011517	1983.174358	1812.95045	1502.071981	1758.155247	2004.43763	1858	1624.162577	NA	NA
YJL184W	299.4110937	246.0616097	229.6950796	198.6513045	184.7742775	190.6843289	254	196.5373203	NA	NA
YJL185C	113.9937971	99.834066	105.1060074	171.2301122	216.9697956	186.9307004	202	193.125214	0.042835941	0.019229477
YJL186W	1231.22761	1118.141539	1111.560117	1072.4733	1056.852875	993.9608324	617	836.6484537	NA	NA
YJL187C	382.1866725	382.3057468	360.4366986	360.1316594	450.7372528	381.3686577	192	291.3938742	0.164504331	0.235545468
YJL188C	142.8469989	225.5075373	255.8434034	252.2749695	275.7616112	379.8672063	291	239.5298591	0.032500375	0.100564413
YJL189W	2888.631199	3560.552601	3943.269771	3915.136907	3784.373177	5003.586819	3201	3008.795295	NA	NA
YJL190C	15498.89938	14204.62581	14744.57835	11349.93619	10240.97435	13495.79598	12871	10146.23916	NA	NA
YJL191W	1456.850187	1307.239005	1163.856765	856.7599207	1047.754142	1261.219183	1103	977.9096526	NA	NA
YJL192C	1799.777585	2005.490208	2198.510048	2263.771768	2132.60312	2591.505131	2786	3135.043227	NA	NA
YJL193W	251.1647563	250.7596834	220.9789717	313.2109525	230.2679444	301.7917331	313	270.2388154	NA	NA
YJL194W	181.1602668	108.6429542	166.1187629	140.1527609	177.0753493	107.3537757	101	101.6807664	NA	NA
YJL195C	20	20	20	20	20	20	20	20	NA	NA
YJL196C	658.8936074	894.9830387	1207.950017	2110.213091	1324.915558	989.4564782	923	648.3001884	0.105440891	0.237884269
YJL197C-A	0	0	0	0	0	0	0	0	NA	NA
YJL197W	438.9470694	387.0038205	374.7926411	463.1134707	431.1399809	423.4092972	349	444.2562344	NA	NA
YJL198W	530.7097111	465.1092957	364.5383964	318.0858312	514.4283863	583.3138722	348	498.8499344	NA	NA
YJL199C	25.54217861	61.66221723	90.75006494	205.3542627	162.3773954	203.4466658	300	313.2313542	0.011981251	0.001030972
YJL200C	529.7637044	422.8266325	350.182454	299.8050363	562.7216634	441.4267141	388	331.656728	NA	NA
YJL201W	259.6788158	223.7457597	283.0171517	294.3207978	326.154596	268.0090764	153	294.8059804	0.52220105	0.841597022
YJL202C	20	20	20	24.98375302	22.39688213	24.02322254	41	30.70895629	0.106215696	0.061785478
YJL203W	54.86838367	62.24947644	78.44497138	110.903489	87.48782081	114.110307	53	94.85655388	0.515987497	0.842858991
YJL204C	126.2918831	129.1970266	137.406878	186.4641079	243.5660931	214.7075514	183	270.2388154	0.048749693	0.0482124
YJL205C	83.24858213	103.9448805	148.6865471	180.9798695	112.6843132	144.8900609	198	96.22139638	0.494429819	0.585125264
YJL206C	84.19458874	101.5958436	78.95768362	107.24733	183.3744724	72.82039331	108	92.12686888	0.809496803	0.86822482
YJL207C	449.3531422	438.6826312	552.7037853	474.0819476	550.1234172	509.7427532	347	414.9121206	NA	NA
YJL208C	462.5972348	403.4470785	334.2883748	212.6665806	332.4537191	459.444131	307	357.5887355	0.357344323	0.937264279
YJL209W	286.1670011	209.0642794	191.2416623	201.0887438	212.7703802	233.475694	209	223.8341703	NA	NA
YJL210W	267.7198721	473.9181839	408.6316483	482.6129852	415.7421245	382.1193835	353	336.4336767	NA	NA
YJL211C	20	20	35.88985619	26.20247268	29.39590779	25.52467394	42	36.1683263	0.271968397	0.607182192
YJL212C	403.9448246	567.8796578	511.1740946	818.9796113	799.2887309	872.3432683	496	675.5970384	0.294673182	0.455165779
YJL213W	151.3610584	194.9700583	240.4620365	517.9558554	478.7333555	460.1948567	599	791.6086511	0.010762391	0.000391054
YJL214W	31.69122161	20	29.73730941	38.99902911	40.59434885	33.03193099	60	42.99253881	0.141445377	0.424932775
YJL215C	20	20	20	20	20	20	20	20	NA	NA
YJL216C	44.93531422	30.53747901	41.0169785	31.07735132	23.09678469	27.02612535	20	38.21559005	0.452241384	0.197184057
YJL217W	825.863775	665.9519461	488.1020442	550.8612862	688.0042228	239.4814996	297	217.6923791	0.0934238	0.000379247
YJL218W	38.78627122	52.85332906	55.88563321	63.98278213	74.88957461	26.27539965	81	53.91127882	0.911616628	0.971707131
YJL219W	20	20	20	20	20	20	20	20	NA	NA
YJL220W	0	0	0	0	0	0	0	0	NA	NA
YJL221C	0	0	0	0	0	0	0	0	NA	NA
YJL222W	20	20	20	20	20	20	20	20	NA	NA
YJL222W-A	0	0	0	0	0	0	0	0	NA	NA
YJL222W-B	0	0	0	0	0	0	0	0	NA	NA
YJL223C	0	0	0	0	0	0	0	0	NA	NA
YJL225C	0	0	0	0	0	0	0	0	NA	NA
YJL225W-A	0	0	0	0	0	0	0	0	NA	NA
YJR001W	918.5724232	1041.210582	1102.844009	1081.004338	1154.139332	1122.334928	1085	1518.387283	NA	NA
YJR002W	1313.057182	917.886148	530.6571594	383.8966928	707.6014947	819.792469	513	584.1525908	0.165648252	0.56981423
YJR003C	318.331226	346.4829349	299.9366553	213.8853003	281.3608317	263.5047222	263	198.584584	NA	NA
YJR004C	135.278946	99.834066	127.6653456	130.4030036	145.5797338	123.8697412	108	163.7811002	NA	NA
YJR005C-A	20	20	20	20	20	20	20	20	NA	NA
YJR005W	441.3120859	597.2426183	569.1105767	631.9061435	585.1185456	489.4731592	362	697.4345185	NA	NA
YJR006W	278.1259448	289.5187914	324.0341302	349.7725423	314.9561549	298.7888303	279	300.9477717	NA	NA
YJR007W	1352.316456	1168.645831	891.6065702	647.7494991	955.3670032	953.4216444	637	938.32922	0.292548629	0.369696115
YJR008W	73.31551267	146.2275437	153.8136694	270.5557644	222.5690161	159.904575	165	285.2520829	0.125377033	0.591534621
YJR009C	9522.029584	9804.29254	14585.12484	27004.99958	7270.58786	3947.315753	5414	6705.471212	0.10638243	0.079710775
YJR010C-A	75.2075259	85.73984491	85.62294262	82.87293686	114.7840209	113.3595813	85	100.9983451	NA	NA
YJR010W	270.0848886	315.9454559	366.5892454	555.126805	1086.948686	540.522507	467	550.7139495	0.063775814	0.200244017
YJR011C	115.412807	172.066949	293.7841085	380.8498936	368.14875	410.6469602	313	265.4618666	0.035123868	0.086963395
YJR012C	81.3565689	102.7703621	125.6144967	135.8872421	123.8827543	125.3711926	99	129.6600377	NA	NA
YJR013W	303.1951201	400.5107824	427.6020009	486.2691442	468.234817	384.3715606	476	495.4378282	NA	NA
YJR014W	1040.134273	946.6618493	738.8183253	778.1525027	825.8850284	724.4503046	734	800.4801274	NA	NA
YJR015W	605.917237	866.7945965	838.7972104	837.2604062	717.4001306	761.9865898	798	754.0754823	NA	NA
YJR016C	4296.762046	3827.755542	3510.540648	2388.690533	3286.742452	3609.489186	3655	4387.968644	NA	NA
YJR017C	1080.812558	941.3765164	809.0599009	955.4762132	732.0980845	779.253281	1018	900.7960512	NA	NA
YJR018W	20	20	20	20	20	20	20	20	NA	NA
YJR019C	92.70864828	94.54873309	104.5932952	118.8251668	120.3832414	81.07837606	160	105.0928726	NA	NA
YJR020W	20	20	20	20	20	20	20	20	NA	NA
YJR021C	186.8363065	323.5798257	365.5638209	368.0533372	317.0558626	337.8265669	432	378.7437943	0.093117247	0.635055626
YJR022W	20	20	20	20	20	20	20	20	NA	NA
YJR023C	20	20	26.14832379	25.59311285	20	20	50	27.29685004	0.337482931	0.683979076
YJR024C	544.426807	612.5113578	669.0894618	740.3721932	667.0071458	750.7257042	482	479.7421394	NA	NA
YJR025C	679.7057529	706.4728317	933.1362609	1421.027123	1035.855798	551.7833926	464	391.0273768	0.041897629	0.011624169
YJR026W	0	0	0	0	0	0	0	0	NA	NA
YJR027W	207.1754487	172.6542083	153.8136694	198.0419447	277.1614163	207.2002944	233	217.6923791	NA	NA
YJR028W	0	0	0	0	0	0	0	0	NA	NA
YJR029W	0	0	0	0	0	0	0	0	NA	NA
YJR030C	198.1883859	157.972728	228.1569429	232.1660952	243.5660931	134.3799011	142	147.4029902	NA	NA
YJR031C	335.359345	307.723827	313.2671733	316.8671115	431.8398835	299.539556	367	283.8872404	NA	NA
YJR032W	645.6495148	549.087363	605.0004329	591.0790349	663.507633	695.1720021	594	490.6608794	NA	NA
YJR033C	128.1838963	147.4020621	182.0128421	231.5567353	195.9727186	179.4234433	120	201.314269	NA	NA
YJR034W	115.8858103	145.0530253	177.398432	269.3370448	179.175057	198.9423116	206	176.0646827	0.142677599	0.690173818
YJR035W	141.9009923	135.6568779	156.8899428	219.9788986	186.8739852	122.3682898	73	172.6525765	0.297996886	0.647593534
YJR036C	60.07142006	79.27999359	106.6441441	154.1680369	166.5768108	147.8929637	226	266.8267091	0.008481415	0.000284814
YJR037W	20	20	20	20	20	20	20	28.66169254	NA	NA
YJR038C	20	20	21.53391371	20	20	20	20	20	NA	NA
YJR039W	97.43868135	172.6542083	132.7924679	238.2596935	218.3696007	140.3857067	239	298.2180867	0.320464131	0.244301407
YJR040W	236.9746571	327.1033809	311.7290366	402.1774877	352.0509909	363.3512408	485	396.4867468	0.10817083	0.302432955
YJR041C	339.6163748	244.2998321	166.6314752	110.903489	185.4741801	274.014882	94	202.6791115	0.529576996	0.707022018
YJR042W	867.488066	716.4562383	764.4539368	597.1726332	830.0844438	848.3200458	555	727.4610535	NA	NA
YJR043C	320.2232392	202.6044281	226.106094	215.7133798	263.8632676	285.2757676	237	275.6981854	NA	NA
YJR044C	78.51854905	186.1611701	207.6484537	319.3045508	221.169211	177.1712662	134	169.2404702	0.1460097	0.852155279
YJR045C	1869.309071	2166.986491	2652.260372	2815.242414	2577.04125	2257.432193	2493	3005.383189	NA	NA
YJR046W	503.2755192	490.3614418	476.3096629	413.1459646	532.6258531	651.6299113	619	704.9411522	NA	NA
YJR047C	20	20	20	58.49854366	748.1958435	3369.256961	4192	3935.523354	0.01151866	4.04E-35
YJR048W	805.0516294	809.2431938	401.9663893	21.32759404	28.69600522	20	28	20.47263753	0.042316785	0.00027227
YJR049C	545.3728136	505.6301813	565.5215911	696.4982855	809.7872694	1073.537757	693	989.5108139	0.109448189	0.025664995
YJR050W	197.7153826	204.3662057	208.1611659	238.8690533	204.3715494	195.1886831	163	213.5978515	NA	NA
YJR051W	380.7676626	466.8710733	449.1359146	708.0761223	718.1000332	780.0040067	992	1191.507504	0.00747705	4.80E-08
YJR052W	186.8363065	225.5075373	190.2162378	280.3055217	212.7703802	211.7046486	137	212.233009	0.651247515	0.741620111
YJR053W	102.1687144	66.94755014	76.90683469	112.7315685	54.59240018	78.82619894	22	61.41791258	0.510376249	0.310650701
YJR054W	283.8019845	216.1113899	268.148497	241.3064926	245.6658008	238.7307739	199	246.3540716	NA	NA
YJR055W	99.33069458	29.36296059	46.65681305	33.51479064	76.28937974	87.08418169	27	42.99253881	0.721016135	0.832508778
YJR056C	240.7586835	173.2414675	208.6738781	167.5739532	205.7713545	220.713357	273	163.098679	NA	NA
YJR057W	467.8002712	376.4331547	467.0808427	446.6607553	571.1204942	490.9746106	574	473.6003482	NA	NA
YJR058C	418.1349239	549.6746222	618.3309509	631.2967837	533.3257556	490.9746106	586	530.9237332	NA	NA
YJR059W	326.3722822	709.996387	868.5345198	882.9623934	582.3189353	469.9542908	221	427.8781243	0.148634054	0.189692698
YJR060W	995.1989591	983.0719205	971.076966	811.0579335	858.780449	628.3574144	565	584.8350121	NA	NA
YJR061W	183.9982866	213.1750939	182.0128421	249.8375302	341.5524524	271.0119792	209	206.0912178	NA	NA
YJR062C	131.4949195	139.1804332	178.4238565	268.1183251	184.7742775	169.6640092	180	210.8681665	0.148279396	0.909835713
YJR063W	552.9408665	404.6215969	267.1230725	202.9168233	223.9688213	374.6121264	337	256.5903904	0.103868472	0.783136383
YJR064W	3624.624346	2851.730732	2377.959329	2027.949514	2500.051967	2471.389018	2908	2784.961125	NA	NA
YJR065C	836.2698477	1081.144209	1109.509268	1417.370964	1273.822671	859.5809313	1048	1226.993409	NA	NA
YJR066W	331.1023153	375.8458955	395.3011303	377.1937347	432.5397861	451.9368739	482	493.3905644	NA	NA
YJR067C	138.5899691	136.8313963	150.737396	170.0113925	170.7762262	153.1480437	131	137.8490927	NA	NA
YJR068W	563.3469393	575.5140275	572.6995623	605.7036708	755.1948692	689.9169222	509	633.9693421	NA	NA
YJR069C	1087.907607	916.7116295	858.7929874	853.1037618	1074.35044	1008.975346	1147	971.0854401	NA	NA
YJR070C	1144.668004	949.0108862	609.614843	292.4927183	1007.859696	1482.683266	1036	978.5920739	0.174660868	0.870186556
YJR071W	282.8559779	217.8731676	183.5509788	90.18525481	172.1760313	227.4698884	121	221.1044853	0.502042856	0.718207577
YJR072C	1153.655067	894.3957795	674.7292964	378.4124543	766.3933103	716.1923218	738	597.1185946	0.250113847	0.742442515
YJR073C	201.9724123	314.7709375	329.1612525	641.6559008	651.6092894	542.7746842	818	1142.373174	0.011838619	0.000237469
YJR074W	359.0095104	383.4802653	395.8138425	424.1144416	401.7440731	465.4499366	696	673.5497747	NA	NA
YJR075W	784.2394839	836.2571175	772.6573325	728.1849966	709.7012024	759.7344127	748	683.1036722	NA	NA
YJR076C	811.2006724	769.8968266	753.68698	751.3406702	653.7089971	574.3051637	498	502.9444619	NA	NA
YJR077C	1938.367554	2008.426504	1791.416536	1121.831447	914.7726544	802.5257778	745	850.9792999	0.010762391	4.07E-07
YJR078W	42.57029768	49.32977379	39.99155404	69.4670206	91.68723621	54.0522507	33	90.76202638	0.569208168	0.856362991
YJR079W	20	20	20	20	26.59629753	20	20	20	NA	NA
YJR080C	95.54666812	89.8506594	170.2204608	118.8251668	153.2786621	88.5856331	55	79.84328636	0.192138536	0.259883219
YJR082C	123.4538633	136.8313963	126.1272089	170.0113925	161.6774929	176.4205405	120	140.5787777	NA	NA
YJR083C	82.30257551	66.94755014	95.87718725	108.4660497	84.68821054	88.5856331	76	113.2819277	NA	NA
YJR084W	216.6355149	176.7650227	177.9111443	254.7124089	279.261124	201.1944887	171	232.0232253	NA	NA
YJR085C	143.3200022	175.0032451	240.4620365	414.3646843	365.3491397	361.8497894	234	280.4751341	0.05657209	0.303989417
YJR086W	194.8773627	271.901015	341.466346	525.2681733	357.6502115	329.5685842	386	300.2653504	0.119208231	0.718207577
YJR087W	20	20	20	31.07735132	20	20	43	21.83748003	0.566679858	0.787179129
YJR088C	305.5601367	351.1810086	425.0384397	503.9405793	571.8203968	483.4673535	473	411.5000143	NA	NA
YJR089W	250.691753	211.4133162	206.6230292	251.6656097	291.1594676	319.0584243	168	239.5298591	NA	NA
YJR090C	280.9639647	312.4219006	305.0637776	314.4296722	410.8428065	280.7714134	251	329.6094642	NA	NA
YJR091C	328.7372987	608.9878026	586.5427926	664.8115743	492.7314068	464.6992109	614	666.7255622	0.484594356	0.791675717
YJR092W	459.7592149	560.245288	576.288548	581.3292777	437.439104	579.5602437	415	448.3507619	NA	NA
YJR093C	263.4628423	303.6130125	265.0722236	260.1966473	252.6648265	240.9829511	301	285.9345041	NA	NA
YJR094C	68.11247629	88.08888176	81.00853254	87.7478155	60.19162071	50.29862218	27	57.32338508	0.09601233	0.028279436
YJR094W-A	11996.30989	14793.6468	17557.31765	13795.90655	11901.84314	20855.16006	17474	11202.62726	NA	NA
YJR095W	20	20	20	20	25.89639496	23.27249683	20	23.88474378	NA	NA
YJR096W	156.5640948	210.826057	272.2501948	603.8755914	648.8096791	466.2006623	688	529.5588907	0.039300354	0.010484996
YJR097W	121.0888467	50.50429221	37.94070511	21.32759404	99.38616444	114.8610327	108	51.86401507	0.246493783	0.834849231
YJR098C	109.7367673	113.3410279	75.368698	97.49757277	87.48782081	93.08998732	60	61.41791258	NA	NA
YJR099W	274.8149217	212.5878347	301.474792	365.6158979	287.6599548	210.2031972	259	280.4751341	NA	NA
YJR100C	145.6850187	163.2580609	197.9069213	268.1183251	174.9756416	204.9481173	148	168.558049	NA	NA
YJR101W	310.2901697	332.9759731	357.3604252	488.7065835	312.8564472	328.8178585	315	318.0083029	NA	NA
YJR102C	146.158022	176.7650227	223.0298206	196.2138652	206.4712571	188.4321518	212	186.3010015	NA	NA
YJR103W	315.4932061	357.64086	343.517195	421.6770022	318.4556677	257.4989166	270	288.6641891	NA	NA
YJR104C	5406.900808	5083.315737	4306.27003	2740.291155	1762.354662	1310.016354	1655	1459.699056	0.011242436	3.30E-08
YJR105W	8928.410433	7974.980095	6818.559964	4533.637134	5176.479381	6767.041498	9225	7135.3966	0.134416405	0.823707177
YJR106W	157.9831047	139.7676924	180.9874176	157.8241959	157.4780775	174.9190891	131	283.8872404	0.998322972	0.102594849
YJR107W	157.9831047	210.826057	196.8814968	233.9941747	220.4693084	247.7394824	330	277.7454491	0.033038018	0.117992685
YJR108W	20	20	20	42.04582826	20	31.53047958	20	30.02653504	0.885910192	0.71193981
YJR109C	384.551689	492.1232194	952.1066135	1210.188622	1390.006497	760.4851384	913	1027.043983	0.065524684	0.616856701
YJR110W	133.859936	161.4962832	187.6526766	262.0247268	223.9688213	178.6727176	186	169.2404702	NA	NA
YJR111C	117.3048203	89.26340018	96.90261171	104.2005309	121.7830466	188.4321518	159	212.233009	0.044806669	0.018555665
YJR112W	313.6011929	213.7623531	251.2289933	187.0734678	359.7499192	399.3860746	344	310.5016692	0.227332453	0.596061115
YJR112W-A	190.1473296	180.288578	203.0340436	193.7764259	186.8739852	206.4495687	241	191.0779503	NA	NA
YJR113C	194.4043594	239.0144992	229.1823674	230.9473755	278.5612214	183.1770718	288	183.5713165	NA	NA
YJR114W	47.77333406	75.1691791	57.4237699	24.37439319	74.88957461	54.0522507	33	88.71476262	0.869039863	0.742442515
YJR115W	59.59841675	194.9700583	64.08902891	82.87293686	42.69405655	27.77685106	34	32.75622005	0.13607737	0.008497858
YJR116W	246.4347232	339.4358244	320.9578568	596.5632734	772.6924334	1404.607793	1533	2032.250485	0.00747705	2.89E-37
YJR117W	950.2636448	1100.523763	1053.623635	1352.778822	1253.525497	1255.964103	1553	1629.621947	NA	NA
YJR118C	416.7159139	644.2233553	749.5852821	886.0091926	967.2653468	973.6912384	876	719.9544197	0.022549763	0.075772097
YJR119C	99.33069458	105.7066581	91.26277717	174.2769113	263.163365	180.9248947	86	132.3897227	0.193622888	0.4299225
YJR120W	20	20	20	20	20	20	20	20	NA	NA
YJR121W	3762.268308	3787.234657	3682.811957	2888.974953	2717.021763	2125.304469	2795	2492.88483	NA	NA
YJR122W	118.2508269	173.8287267	163.0424895	180.9798695	261.0636573	164.4089292	239	235.4353316	0.334162339	0.393994078
YJR123W	8764.278285	9747.915656	9716.409495	7833.929972	10393.55311	10363.01762	9477	8204.7507	NA	NA
YJR124C	496.1804696	398.1617456	382.9960368	299.8050363	456.3364733	518.0007359	493	539.7952095	NA	NA
